file,floatingpoint/integer,iterations,optimal tour,optimal tour length
48cities_avg10_std30_23,floatingpoint,1826,[(0 11) (21 31) (3 44) (36 6) (33 26) (18 32) (46 35) (32 45) (1 14) (39 40) (22 16) (44 39) (28 36) (17 41) (2 42) (29 3) (5 15) (8 5) (7 34) (25 24) (23 46) (19 28) (13 21) (6 30) (15 23) (34 18) (47 4) (9 7) (42 37) (40 2) (31 29) (4 27) (38 33) (24 19) (45 43) (35 38) (27 17) (14 12) (10 22) (30 9) (11 13) (26 10) (37 25) (20 47) (16 1) (43 8) (12 20) (41 0)],0.028253571097383
48cities_avg10_std30_30,integer,321,[(45 47) (44 45) (43 44) (42 43) (41 42) (40 41) (39 36) (38 40) (37 38) (36 24) (35 37) (34 35) (33 34) (32 33) (31 32) (30 29) (29 31) (28 30) (27 28) (26 27) (25 26) (24 21) (23 25) (22 23) (21 20) (20 17) (19 16) (18 19) (17 18) (16 14) (15 22) (14 13) (13 11) (12 15) (11 6) (10 12) (9 10) (8 9) (7 8) (6 5) (5 1) (4 2) (3 0) (2 7) (1 3) (0 4) (46 39) (47 46)],0.0
48cities_avg10_std30_30,floatingpoint,3674,[(1 18) (29 14) (25 34) (42 7) (37 30) (39 31) (24 17) (28 19) (45 2) (14 25) (6 41) (43 1) (26 39) (4 8) (9 29) (36 37) (15 35) (20 44) (3 27) (11 4) (18 26) (35 9) (27 5) (47 3) (23 16) (2 22) (21 20) (38 0) (12 21) (13 11) (41 12) (30 15) (32 10) (10 33) (0 32) (44 47) (7 24) (17 6) (33 40) (40 13) (8 36) (31 45) (34 46) (5 23) (19 42) (16 43) (22 38) (46 28)],0.03162144180813387
48cities_avg10_std30_36,integer,321,[(46 41) (43 45) (44 46) (42 44) (41 43) (40 42) (39 38) (38 40) (37 39) (36 34) (35 37) (34 29) (33 35) (32 33) (31 32) (30 31) (29 27) (28 30) (27 20) (26 28) (25 26) (24 25) (23 24) (22 23) (21 22) (20 17) (19 13) (18 21) (17 19) (16 18) (15 16) (14 15) (13 9) (12 14) (11 12) (10 11) (9 6) (8 10) (7 8) (6 5) (5 0) (4 3) (3 7) (2 1) (1 4) (0 2) (45 47) (47 36)],0.0
48cities_avg10_std30_36,floatingpoint,1803,[(18 28) (45 25) (25 21) (42 1) (1 41) (16 45) (36 14) (26 31) (24 36) (7 6) (6 44) (32 37) (28 12) (17 47) (27 15) (29 33) (2 19) (3 13) (38 35) (10 7) (8 39) (30 46) (43 32) (15 2) (12 30) (47 42) (44 24) (5 9) (34 16) (46 38) (13 18) (22 11) (4 29) (40 20) (35 5) (0 40) (39 3) (41 27) (31 23) (37 26) (14 34) (9 22) (21 0) (11 10) (19 43) (33 8) (20 17) (23 4)],0.02269759168808644
48cities_avg10_std30_1,integer,321,[(44 41) (45 46) (42 44) (43 45) (41 38) (40 43) (39 40) (38 37) (37 30) (36 39) (35 36) (34 35) (33 34) (32 33) (31 32) (30 29) (29 26) (28 31) (27 28) (26 24) (25 23) (24 25) (23 20) (22 27) (21 17) (20 21) (19 22) (18 19) (17 11) (16 15) (15 18) (14 16) (13 14) (12 10) (11 5) (10 13) (9 12) (8 9) (7 8) (6 7) (5 4) (4 2) (3 0) (2 3) (1 6) (0 1) (46 47) (47 42)],0.0
48cities_avg10_std30_1,floatingpoint,42388,[(21 23) (0 40) (13 44) (44 0) (16 47) (29 26) (28 45) (14 28) (32 7) (47 5) (6 8) (8 15) (17 41) (30 14) (5 27) (42 35) (4 24) (18 21) (20 4) (36 12) (19 31) (40 1) (25 38) (15 37) (46 13) (7 2) (43 33) (39 43) (24 10) (26 34) (11 25) (27 18) (38 36) (22 29) (2 3) (41 6) (12 9) (34 11) (1 16) (10 22) (35 32) (31 30) (9 19) (33 17) (45 46) (3 39) (23 42) (37 20)],0.027649427387913962
48cities_avg10_std30_43,integer,321,[(43 35) (44 47) (42 44) (41 42) (47 45) (40 43) (39 32) (38 41) (37 39) (36 38) (35 37) (34 36) (33 34) (32 25) (31 33) (30 28) (29 31) (28 29) (27 30) (26 27) (25 21) (24 26) (23 24) (22 16) (21 22) (20 18) (19 23) (18 19) (17 20) (16 14) (15 17) (14 11) (13 15) (12 13) (11 10) (10 6) (9 8) (8 12) (7 9) (6 2) (5 7) (4 5) (3 4) (2 0) (1 3) (0 1) (45 46) (46 40)],0.0
48cities_avg10_std30_43,floatingpoint,17381,[(26 15) (24 42) (19 39) (6 29) (39 9) (38 45) (18 21) (44 43) (13 31) (35 46) (10 23) (17 14) (47 4) (2 22) (21 34) (3 5) (12 11) (5 38) (14 24) (41 17) (43 12) (1 25) (42 6) (30 7) (37 27) (4 36) (46 40) (27 8) (36 3) (8 28) (16 30) (28 0) (25 20) (32 16) (23 26) (0 32) (29 10) (34 41) (40 13) (20 37) (7 47) (15 44) (11 33) (31 2) (22 1) (9 35) (33 19) (45 18)],0.029840407736274235
48cities_avg10_std30_15,integer,321,[(46 44) (43 42) (45 46) (42 35) (41 45) (40 41) (39 40) (38 39) (37 38) (36 37) (35 22) (34 36) (33 34) (32 33) (31 32) (30 31) (29 30) (28 29) (27 28) (26 25) (25 27) (24 26) (23 24) (22 21) (21 15) (20 23) (19 20) (18 19) (17 18) (16 17) (15 12) (14 16) (13 14) (12 4) (11 13) (10 11) (9 10) (8 9) (7 8) (6 7) (5 6) (4 2) (3 5) (2 0) (1 3) (0 1) (44 47) (47 43)],0.0
48cities_avg10_std30_15,floatingpoint,1799,[(8 45) (23 22) (16 23) (45 37) (27 30) (6 17) (13 43) (34 26) (25 38) (1 46) (47 28) (9 21) (2 7) (32 40) (18 13) (43 2) (37 20) (41 39) (5 16) (19 6) (12 35) (33 12) (21 41) (22 4) (40 19) (17 29) (44 9) (10 25) (46 27) (36 33) (42 11) (15 1) (24 5) (3 36) (14 34) (20 14) (38 8) (29 42) (28 31) (31 0) (7 47) (26 3) (4 18) (11 15) (30 24) (35 32) (0 44) (39 10)],0.029537115055682624
48cities_avg10_std30_9,integer,321,[(43 42) (45 46) (42 44) (47 43) (40 41) (41 47) (39 38) (38 36) (37 40) (36 34) (35 37) (34 33) (33 27) (32 35) (31 32) (30 31) (29 30) (28 29) (27 25) (26 28) (25 24) (24 22) (23 26) (22 18) (21 23) (20 21) (19 20) (18 17) (17 15) (16 19) (15 14) (14 1) (13 16) (12 13) (11 12) (10 11) (9 10) (8 9) (7 8) (6 5) (5 7) (4 6) (3 0) (2 4) (1 3) (0 2) (44 45) (46 39)],0.0
48cities_avg10_std30_9,floatingpoint,21955,[(33 37) (35 4) (24 3) (46 18) (11 38) (30 32) (12 0) (3 29) (28 7) (15 27) (14 24) (37 46) (8 10) (23 22) (2 31) (32 15) (9 39) (0 34) (5 40) (42 25) (13 36) (17 33) (47 17) (45 26) (4 20) (43 21) (16 19) (22 28) (41 5) (18 41) (25 1) (21 13) (34 23) (20 30) (38 44) (27 14) (7 6) (6 42) (36 8) (10 12) (39 43) (40 35) (31 9) (19 47) (44 2) (29 11) (1 45) (26 16)],0.023512105981011267
48cities_avg10_std30_17,integer,321,[(45 46) (43 45) (42 44) (44 43) (41 42) (40 41) (39 40) (38 39) (37 38) (36 35) (35 37) (34 36) (33 34) (32 33) (31 32) (30 31) (29 30) (28 29) (27 21) (26 28) (25 26) (24 25) (23 24) (22 23) (21 20) (20 17) (19 18) (18 22) (17 4) (16 19) (15 16) (14 15) (13 12) (12 14) (11 13) (10 11) (9 10) (8 9) (7 8) (6 5) (5 7) (4 3) (3 2) (2 0) (1 6) (0 1) (46 47) (47 27)],0.0
48cities_avg10_std30_17,floatingpoint,2046,[(35 14) (7 2) (46 47) (4 5) (40 9) (13 38) (24 10) (18 25) (23 40) (11 0) (17 4) (41 24) (33 20) (20 11) (6 18) (14 19) (0 39) (1 23) (21 42) (39 17) (9 35) (26 36) (28 6) (44 46) (22 41) (15 8) (32 43) (43 31) (36 44) (30 22) (42 45) (37 26) (34 16) (10 28) (29 13) (8 34) (5 37) (12 7) (3 30) (31 3) (45 32) (25 33) (38 27) (27 12) (2 15) (47 29) (16 1) (19 21)],0.025806775420970388
48cities_avg10_std30_10,integer,321,[(47 45) (44 39) (43 47) (42 46) (41 42) (40 41) (39 33) (38 40) (37 38) (36 35) (35 32) (34 37) (33 36) (32 28) (31 34) (30 31) (29 30) (28 14) (27 29) (26 27) (25 26) (24 25) (23 21) (22 24) (21 22) (20 23) (19 20) (18 19) (17 18) (16 17) (15 16) (14 12) (13 5) (12 13) (11 15) (10 11) (9 10) (8 9) (7 8) (6 7) (5 1) (4 3) (3 0) (2 6) (1 4) (0 2) (45 44) (46 43)],0.0
48cities_avg10_std30_10,floatingpoint,1851,[(16 35) (41 23) (18 4) (8 46) (13 42) (1 26) (4 37) (36 9) (15 34) (46 24) (22 5) (38 25) (14 12) (7 36) (23 30) (26 45) (11 38) (0 14) (40 19) (32 10) (17 0) (25 43) (37 39) (19 32) (2 8) (44 18) (9 15) (33 1) (35 22) (20 29) (30 6) (39 21) (47 20) (31 16) (24 31) (28 3) (10 11) (5 28) (42 47) (43 27) (3 44) (21 41) (6 40) (34 2) (12 33) (29 17) (27 13) (45 7)],0.024412453024183482
48cities_avg10_std30_5,integer,321,[(44 39) (46 44) (43 45) (42 43) (41 42) (40 41) (39 37) (38 40) (37 36) (36 26) (35 38) (34 35) (33 34) (32 33) (31 30) (30 32) (29 27) (28 29) (27 31) (26 22) (25 28) (24 25) (23 24) (22 15) (21 23) (20 21) (19 20) (18 19) (17 18) (16 17) (15 7) (14 16) (13 14) (12 13) (11 12) (10 11) (9 5) (8 10) (7 9) (6 8) (5 2) (4 6) (3 4) (2 0) (1 3) (0 1) (45 47) (47 46)],0.0
48cities_avg10_std30_5,floatingpoint,3171,[(35 38) (11 34) (42 19) (37 18) (27 43) (23 27) (7 13) (14 37) (44 22) (22 5) (16 14) (2 11) (36 16) (26 47) (25 9) (46 4) (8 23) (41 17) (31 29) (47 41) (12 15) (29 12) (15 36) (21 32) (43 46) (9 24) (30 40) (32 45) (40 28) (10 30) (24 39) (20 8) (4 0) (28 42) (33 26) (0 1) (39 44) (1 25) (17 10) (45 35) (13 3) (18 7) (19 2) (34 21) (3 6) (6 20) (5 33) (38 31)],0.026867388662103236
48cities_avg10_std30_7,integer,321,[(45 46) (44 45) (43 36) (42 43) (41 40) (40 44) (39 41) (38 39) (37 38) (36 32) (35 37) (34 35) (33 34) (32 30) (31 33) (30 25) (29 31) (28 29) (27 28) (26 27) (25 20) (24 26) (23 24) (22 23) (21 22) (20 15) (19 21) (18 16) (17 19) (16 13) (15 18) (14 17) (13 11) (12 14) (11 7) (10 12) (9 10) (8 9) (7 2) (6 3) (5 8) (4 5) (3 4) (2 0) (1 6) (0 1) (46 47) (47 42)],0.0
48cities_avg10_std30_7,floatingpoint,1259,[(1 46) (2 33) (0 1) (23 0) (4 26) (45 4) (22 35) (19 47) (28 9) (16 29) (27 28) (12 45) (32 25) (7 21) (10 40) (33 19) (40 37) (21 3) (31 36) (43 11) (41 43) (5 10) (6 18) (24 30) (17 13) (35 32) (18 31) (8 38) (3 8) (26 6) (36 15) (47 20) (11 44) (44 23) (30 39) (38 12) (9 24) (42 2) (29 5) (14 42) (15 41) (34 7) (39 34) (25 14) (13 22) (37 27) (20 16) (46 17)],0.01991075107131547
48cities_avg10_std30_4,integer,321,[(46 47) (44 45) (43 42) (42 44) (41 43) (40 39) (39 34) (38 40) (37 38) (36 41) (35 36) (34 31) (33 35) (32 33) (31 29) (30 32) (29 26) (28 30) (27 28) (26 19) (25 27) (24 25) (23 24) (22 13) (21 22) (20 23) (19 21) (18 20) (17 18) (16 17) (15 14) (14 16) (13 7) (12 15) (11 12) (10 11) (9 10) (8 9) (7 0) (6 8) (5 6) (4 5) (3 2) (2 4) (1 3) (0 1) (45 46) (47 37)],0.0
48cities_avg10_std30_4,floatingpoint,7294,[(33 41) (35 17) (4 8) (25 43) (36 0) (37 14) (40 29) (0 4) (38 25) (15 10) (44 2) (20 6) (1 47) (13 37) (12 38) (22 31) (31 19) (45 40) (42 23) (32 35) (9 18) (8 13) (24 11) (5 39) (19 9) (18 24) (23 21) (14 12) (21 45) (2 5) (34 44) (17 42) (41 22) (3 16) (46 3) (43 34) (30 32) (10 26) (26 28) (7 33) (6 36) (16 27) (11 20) (27 7) (39 15) (28 1) (29 46) (47 30)],0.023580789601076034
48cities_avg10_std30_39,integer,321,[(46 44) (44 42) (43 45) (42 32) (41 43) (40 41) (39 40) (38 36) (37 35) (36 39) (35 31) (34 37) (33 38) (32 34) (31 28) (30 27) (29 33) (28 30) (27 26) (26 21) (25 29) (24 25) (23 24) (22 23) (21 6) (20 22) (19 18) (18 20) (17 19) (16 17) (15 16) (14 15) (13 14) (12 11) (11 13) (10 9) (9 12) (8 10) (7 4) (6 7) (5 8) (4 3) (3 2) (2 0) (1 5) (0 1) (45 47) (47 46)],0.0
48cities_avg10_std30_39,floatingpoint,4811,[(38 7) (0 10) (8 5) (33 11) (34 23) (28 33) (1 18) (27 28) (36 41) (26 45) (7 22) (20 27) (43 31) (6 3) (4 29) (44 4) (31 32) (41 34) (47 43) (9 12) (18 17) (14 38) (30 24) (40 9) (16 44) (42 47) (15 0) (13 1) (37 21) (23 37) (21 35) (25 30) (32 25) (45 13) (22 42) (29 15) (46 26) (10 14) (12 16) (35 39) (2 19) (19 40) (5 46) (3 20) (24 36) (11 2) (17 6) (39 8)],0.02810543979652784
48cities_avg10_std30_8,integer,321,[(45 42) (44 43) (42 39) (43 47) (41 44) (40 41) (39 30) (38 40) (37 38) (36 37) (35 36) (34 35) (33 34) (32 33) (31 32) (30 27) (29 31) (28 29) (27 22) (26 25) (25 28) (24 26) (23 24) (22 15) (21 20) (20 23) (19 18) (18 21) (17 19) (16 17) (15 10) (14 16) (13 14) (12 13) (11 12) (10 2) (9 11) (8 9) (7 8) (6 7) (5 6) (4 5) (3 1) (2 0) (1 4) (0 3) (46 45) (47 46)],0.0
48cities_avg10_std30_8,floatingpoint,16986,[(37 8) (35 45) (43 24) (9 2) (20 7) (41 13) (46 3) (6 39) (21 27) (38 41) (15 33) (10 19) (12 31) (18 21) (32 1) (8 17) (19 32) (39 16) (2 6) (22 46) (44 22) (11 23) (36 42) (23 44) (3 40) (16 30) (31 15) (17 34) (1 20) (25 9) (24 4) (29 43) (7 36) (45 47) (26 18) (5 28) (4 5) (47 0) (28 35) (33 38) (40 12) (0 14) (13 26) (30 37) (34 10) (27 25) (14 11) (42 29)],0.034536284323019896
48cities_avg10_std30_29,integer,321,[(45 38) (44 45) (43 46) (42 43) (41 42) (40 41) (39 40) (38 27) (37 39) (36 37) (35 36) (34 35) (33 34) (32 33) (31 30) (30 32) (29 28) (28 31) (27 26) (26 22) (25 29) (24 25) (23 24) (22 12) (21 23) (20 21) (19 20) (18 19) (17 18) (16 17) (15 14) (14 8) (13 16) (12 15) (11 9) (10 11) (9 13) (8 5) (7 0) (6 10) (5 7) (4 6) (3 4) (2 1) (1 3) (0 2) (46 47) (47 44)],0.0
48cities_avg10_std30_29,floatingpoint,4706,[(20 10) (35 17) (19 14) (30 19) (5 12) (14 11) (43 18) (21 35) (28 3) (3 22) (26 23) (33 41) (39 21) (11 25) (4 7) (0 36) (10 8) (25 34) (23 15) (1 29) (16 40) (45 44) (17 20) (32 24) (18 47) (47 2) (44 1) (13 32) (9 45) (36 13) (29 30) (42 46) (8 4) (2 26) (38 16) (41 6) (22 33) (7 31) (40 0) (31 9) (34 43) (37 28) (46 37) (27 42) (6 38) (15 5) (12 27) (24 39)],0.027294808138959435
48cities_avg10_std30_28,integer,321,[(43 41) (44 46) (42 44) (41 39) (46 47) (40 42) (39 38) (38 32) (37 40) (36 37) (35 36) (34 35) (33 34) (32 22) (31 33) (30 31) (29 30) (28 29) (27 28) (26 27) (25 26) (24 25) (23 24) (22 16) (21 23) (20 21) (19 20) (18 19) (17 18) (16 13) (15 17) (14 15) (13 0) (12 14) (11 12) (10 11) (9 10) (8 9) (7 8) (6 7) (5 6) (4 5) (3 2) (2 4) (1 3) (0 1) (45 43) (47 45)],0.0
48cities_avg10_std30_28,floatingpoint,4157,[(10 9) (15 8) (24 10) (46 47) (14 15) (33 17) (8 42) (32 5) (7 6) (18 16) (9 1) (25 33) (45 41) (21 28) (27 36) (22 7) (37 20) (29 18) (17 4) (19 40) (47 29) (12 24) (38 35) (23 19) (1 3) (35 32) (34 0) (39 46) (31 23) (13 14) (2 27) (26 45) (5 37) (0 12) (44 2) (40 25) (3 26) (4 38) (28 39) (41 44) (30 43) (11 13) (20 21) (16 30) (36 22) (43 34) (6 11) (42 31)],0.025547300861391748
48cities_avg10_std30_41,integer,321,[(44 45) (43 46) (42 41) (41 43) (40 21) (45 40) (39 37) (38 39) (37 42) (36 38) (35 36) (34 35) (33 34) (32 33) (31 29) (30 31) (29 32) (28 30) (27 28) (26 27) (25 26) (24 25) (23 24) (22 23) (21 13) (20 22) (19 16) (18 20) (17 19) (16 18) (15 9) (14 17) (13 15) (12 14) (11 6) (10 12) (9 11) (8 10) (7 8) (6 5) (5 1) (4 7) (3 4) (2 0) (1 2) (0 3) (46 47) (47 44)],0.0
48cities_avg10_std30_41,floatingpoint,6626,[(0 3) (13 27) (41 2) (4 26) (24 39) (23 4) (14 36) (17 40) (43 21) (47 15) (44 45) (27 20) (38 34) (36 43) (20 24) (1 29) (16 12) (9 18) (35 28) (10 7) (7 41) (12 30) (18 19) (31 17) (21 22) (15 46) (11 32) (3 13) (33 47) (46 35) (28 44) (37 38) (19 0) (6 9) (34 6) (40 23) (26 42) (42 33) (45 25) (22 11) (29 10) (25 1) (39 5) (8 16) (2 37) (5 14) (30 31) (32 8)],0.02687262883531859
48cities_avg10_std30_6,integer,321,[(46 43) (44 45) (43 36) (42 44) (41 42) (40 41) (39 40) (38 33) (37 39) (36 38) (35 37) (34 35) (33 30) (32 34) (31 32) (30 23) (29 31) (28 29) (27 28) (26 25) (25 27) (24 26) (23 16) (22 24) (21 22) (20 21) (19 20) (18 19) (17 18) (16 7) (15 17) (14 15) (13 14) (12 13) (11 12) (10 11) (9 10) (8 9) (7 1) (6 5) (5 8) (4 6) (3 2) (2 0) (1 3) (0 4) (45 47) (47 46)],0.0
48cities_avg10_std30_6,floatingpoint,938,[(10 14) (9 30) (29 7) (36 22) (27 4) (28 19) (22 11) (37 18) (4 26) (21 9) (43 25) (31 41) (15 10) (42 32) (17 44) (5 40) (40 24) (20 38) (35 46) (24 17) (39 37) (32 21) (0 8) (47 42) (45 29) (18 35) (7 13) (3 23) (34 20) (14 27) (25 16) (1 39) (33 5) (41 15) (6 47) (46 2) (38 43) (2 34) (13 28) (30 3) (11 12) (12 0) (44 31) (23 36) (16 33) (19 1) (8 45) (26 6)],0.02331724096034981
48cities_avg10_std30_46,integer,321,[(46 31) (45 46) (43 44) (42 43) (41 42) (40 41) (39 40) (38 39) (37 38) (36 37) (35 36) (34 35) (33 34) (32 33) (31 27) (30 32) (29 30) (28 29) (27 26) (26 23) (25 28) (24 25) (23 21) (22 24) (21 11) (20 22) (19 20) (18 19) (17 18) (16 14) (15 16) (14 17) (13 15) (12 13) (11 8) (10 12) (9 10) (8 7) (7 2) (6 5) (5 9) (4 6) (3 0) (2 3) (1 4) (0 1) (44 47) (47 45)],0.0
48cities_avg10_std30_46,floatingpoint,7162,[(21 15) (27 36) (24 25) (26 9) (38 5) (22 32) (8 41) (30 16) (17 8) (9 37) (44 3) (7 13) (35 14) (33 6) (42 45) (31 27) (40 23) (1 2) (16 10) (37 29) (29 28) (32 44) (4 21) (18 34) (13 43) (12 38) (0 20) (19 39) (41 0) (20 26) (47 1) (36 42) (34 30) (2 7) (46 24) (25 17) (28 33) (15 18) (14 22) (39 12) (3 40) (5 11) (10 47) (11 31) (45 35) (6 19) (23 4) (43 46)],0.03211613817282581
48cities_avg10_std30_34,integer,321,[(46 45) (44 47) (43 36) (42 44) (41 40) (40 46) (39 41) (38 39) (37 38) (36 35) (35 22) (34 37) (33 34) (32 33) (31 32) (30 31) (29 30) (28 27) (27 29) (26 25) (25 28) (24 20) (23 24) (22 23) (21 26) (20 18) (19 21) (18 13) (17 19) (16 17) (15 16) (14 15) (13 2) (12 14) (11 12) (10 11) (9 10) (8 9) (7 8) (6 7) (5 6) (4 5) (3 4) (2 0) (1 3) (0 1) (45 42) (47 43)],0.0
48cities_avg10_std30_34,floatingpoint,14757,[(11 9) (3 16) (38 32) (9 39) (47 13) (10 19) (2 41) (16 34) (33 31) (7 27) (17 21) (14 8) (35 15) (13 11) (37 42) (6 25) (8 33) (46 40) (25 0) (15 29) (23 4) (22 12) (18 1) (12 18) (30 6) (26 28) (1 47) (42 45) (40 23) (0 3) (34 46) (21 14) (39 35) (20 36) (36 24) (24 5) (45 2) (29 44) (41 22) (32 43) (19 26) (28 17) (44 38) (27 20) (5 30) (31 7) (4 37) (43 10)],0.027180463759447073
48cities_avg10_std30_19,integer,339,[(45 41) (44 47) (43 44) (42 40) (41 39) (40 43) (39 38) (38 30) (37 42) (36 37) (35 36) (34 35) (33 34) (32 33) (31 32) (30 24) (29 27) (28 29) (27 31) (26 28) (25 26) (24 21) (23 25) (22 23) (21 11) (20 22) (19 20) (18 19) (17 18) (16 17) (15 16) (14 15) (13 14) (12 8) (11 12) (10 3) (9 13) (8 10) (7 9) (6 7) (5 4) (4 6) (3 0) (2 1) (1 5) (0 2) (46 45) (47 46)],0.0
48cities_avg10_std30_19,floatingpoint,1250,[(25 30) (8 25) (47 21) (43 34) (20 8) (40 43) (19 45) (15 27) (21 0) (3 35) (4 36) (26 14) (7 47) (27 5) (45 15) (5 37) (0 26) (36 2) (39 32) (12 44) (42 12) (23 39) (46 38) (18 24) (24 46) (33 40) (13 20) (31 9) (11 10) (28 22) (16 17) (41 28) (37 13) (9 1) (10 16) (35 18) (29 41) (38 23) (32 6) (6 42) (2 3) (14 33) (44 11) (34 31) (30 4) (17 29) (1 19) (22 7)],0.02133195138919848
